key,clean_path,noisy_path,script_path,train_val_test
06_06_014578_210928,/home/a/data/원본/02.지하철안/06_06_014578_210928_SD.wav,/home/a/data/원본/02.지하철안/06_06_014578_210928_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_014578_210928_SD.json,TR
06_06_012996_210925,/home/a/data/원본/02.지하철안/06_06_012996_210925_SD.wav,/home/a/data/원본/02.지하철안/06_06_012996_210925_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_012996_210925_SD.json,TE
06_02_001033_210812,/home/a/data/원본/02.지하철안/06_02_001033_210812_SD.wav,/home/a/data/원본/02.지하철안/06_02_001033_210812_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_001033_210812_SD.json,TR
06_02_020645_211006,/home/a/data/원본/02.지하철안/06_02_020645_211006_SD.wav,/home/a/data/원본/02.지하철안/06_02_020645_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_020645_211006_SD.json,TR
06_05_014543_210928,/home/a/data/원본/02.지하철안/06_05_014543_210928_SD.wav,/home/a/data/원본/02.지하철안/06_05_014543_210928_SN.wav,/home/a/data/라벨링/02.지하철안/06_05_014543_210928_SD.json,TR
06_02_013762_210927,/home/a/data/원본/02.지하철안/06_02_013762_210927_SD.wav,/home/a/data/원본/02.지하철안/06_02_013762_210927_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_013762_210927_SD.json,TR
06_02_022004_211010,/home/a/data/원본/02.지하철안/06_02_022004_211010_SD.wav,/home/a/data/원본/02.지하철안/06_02_022004_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_022004_211010_SD.json,TR
06_02_020962_211009,/home/a/data/원본/02.지하철안/06_02_020962_211009_SD.wav,/home/a/data/원본/02.지하철안/06_02_020962_211009_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_020962_211009_SD.json,TR
06_06_000849_210726,/home/a/data/원본/02.지하철안/06_06_000849_210726_SD.wav,/home/a/data/원본/02.지하철안/06_06_000849_210726_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_000849_210726_SD.json,TR
06_02_011813_210907,/home/a/data/원본/02.지하철안/06_02_011813_210907_SD.wav,/home/a/data/원본/02.지하철안/06_02_011813_210907_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_011813_210907_SD.json,TR
06_01_015091_210930,/home/a/data/원본/02.지하철안/06_01_015091_210930_SD.wav,/home/a/data/원본/02.지하철안/06_01_015091_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_015091_210930_SD.json,TR
06_06_001090_210812,/home/a/data/원본/02.지하철안/06_06_001090_210812_SD.wav,/home/a/data/원본/02.지하철안/06_06_001090_210812_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_001090_210812_SD.json,TR
06_02_011899_210907,/home/a/data/원본/02.지하철안/06_02_011899_210907_SD.wav,/home/a/data/원본/02.지하철안/06_02_011899_210907_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_011899_210907_SD.json,TR
06_01_014427_210928,/home/a/data/원본/02.지하철안/06_01_014427_210928_SD.wav,/home/a/data/원본/02.지하철안/06_01_014427_210928_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_014427_210928_SD.json,TR
06_07_020996_211006,/home/a/data/원본/02.지하철안/06_07_020996_211006_SD.wav,/home/a/data/원본/02.지하철안/06_07_020996_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_07_020996_211006_SD.json,VA
06_06_013984_210927,/home/a/data/원본/02.지하철안/06_06_013984_210927_SD.wav,/home/a/data/원본/02.지하철안/06_06_013984_210927_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_013984_210927_SD.json,TR
06_06_013444_211004,/home/a/data/원본/02.지하철안/06_06_013444_211004_SD.wav,/home/a/data/원본/02.지하철안/06_06_013444_211004_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_013444_211004_SD.json,VA
06_01_015782_210919,/home/a/data/원본/02.지하철안/06_01_015782_210919_SD.wav,/home/a/data/원본/02.지하철안/06_01_015782_210919_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_015782_210919_SD.json,TR
06_01_014101_211019,/home/a/data/원본/02.지하철안/06_01_014101_211019_SD.wav,/home/a/data/원본/02.지하철안/06_01_014101_211019_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_014101_211019_SD.json,TR
06_01_013656_210917,/home/a/data/원본/02.지하철안/06_01_013656_210917_SD.wav,/home/a/data/원본/02.지하철안/06_01_013656_210917_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013656_210917_SD.json,VA
06_01_001082_210806,/home/a/data/원본/02.지하철안/06_01_001082_210806_SD.wav,/home/a/data/원본/02.지하철안/06_01_001082_210806_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_001082_210806_SD.json,TR
06_01_020411_211006,/home/a/data/원본/02.지하철안/06_01_020411_211006_SD.wav,/home/a/data/원본/02.지하철안/06_01_020411_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_020411_211006_SD.json,TR
06_01_021767_211010,/home/a/data/원본/02.지하철안/06_01_021767_211010_SD.wav,/home/a/data/원본/02.지하철안/06_01_021767_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_021767_211010_SD.json,VA
06_02_096600_211025,/home/a/data/원본/02.지하철안/06_02_096600_211025_SD.wav,/home/a/data/원본/02.지하철안/06_02_096600_211025_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_096600_211025_SD.json,TR
06_02_016134_210930,/home/a/data/원본/02.지하철안/06_02_016134_210930_SD.wav,/home/a/data/원본/02.지하철안/06_02_016134_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_016134_210930_SD.json,TR
06_06_022109_211010,/home/a/data/원본/02.지하철안/06_06_022109_211010_SD.wav,/home/a/data/원본/02.지하철안/06_06_022109_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_022109_211010_SD.json,TE
06_08_023505_211011,/home/a/data/원본/02.지하철안/06_08_023505_211011_SD.wav,/home/a/data/원본/02.지하철안/06_08_023505_211011_SN.wav,/home/a/data/라벨링/02.지하철안/06_08_023505_211011_SD.json,TR
06_02_012334_210910,/home/a/data/원본/02.지하철안/06_02_012334_210910_SD.wav,/home/a/data/원본/02.지하철안/06_02_012334_210910_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_012334_210910_SD.json,TE
06_01_007842_210823,/home/a/data/원본/02.지하철안/06_01_007842_210823_SD.wav,/home/a/data/원본/02.지하철안/06_01_007842_210823_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_007842_210823_SD.json,TR
06_01_013653_210927,/home/a/data/원본/02.지하철안/06_01_013653_210927_SD.wav,/home/a/data/원본/02.지하철안/06_01_013653_210927_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013653_210927_SD.json,TE
06_02_096593_211027,/home/a/data/원본/02.지하철안/06_02_096593_211027_SD.wav,/home/a/data/원본/02.지하철안/06_02_096593_211027_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_096593_211027_SD.json,TR
06_07_008738_210915,/home/a/data/원본/02.지하철안/06_07_008738_210915_SD.wav,/home/a/data/원본/02.지하철안/06_07_008738_210915_SN.wav,/home/a/data/라벨링/02.지하철안/06_07_008738_210915_SD.json,TR
06_02_015655_210930,/home/a/data/원본/02.지하철안/06_02_015655_210930_SD.wav,/home/a/data/원본/02.지하철안/06_02_015655_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_015655_210930_SD.json,TR
06_02_015749_211007,/home/a/data/원본/02.지하철안/06_02_015749_211007_SD.wav,/home/a/data/원본/02.지하철안/06_02_015749_211007_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_015749_211007_SD.json,TR
06_01_015571_211007,/home/a/data/원본/02.지하철안/06_01_015571_211007_SD.wav,/home/a/data/원본/02.지하철안/06_01_015571_211007_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_015571_211007_SD.json,TR
06_01_008924_210916,/home/a/data/원본/02.지하철안/06_01_008924_210916_SD.wav,/home/a/data/원본/02.지하철안/06_01_008924_210916_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_008924_210916_SD.json,TR
06_01_014810_210930,/home/a/data/원본/02.지하철안/06_01_014810_210930_SD.wav,/home/a/data/원본/02.지하철안/06_01_014810_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_014810_210930_SD.json,TR
06_02_096648_211024,/home/a/data/원본/02.지하철안/06_02_096648_211024_SD.wav,/home/a/data/원본/02.지하철안/06_02_096648_211024_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_096648_211024_SD.json,TR
06_02_015422_211005,/home/a/data/원본/02.지하철안/06_02_015422_211005_SD.wav,/home/a/data/원본/02.지하철안/06_02_015422_211005_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_015422_211005_SD.json,TR
06_02_096240_211010,/home/a/data/원본/02.지하철안/06_02_096240_211010_SD.wav,/home/a/data/원본/02.지하철안/06_02_096240_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_096240_211010_SD.json,TR
06_02_015788_210930,/home/a/data/원본/02.지하철안/06_02_015788_210930_SD.wav,/home/a/data/원본/02.지하철안/06_02_015788_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_015788_210930_SD.json,VA
06_01_020788_211009,/home/a/data/원본/02.지하철안/06_01_020788_211009_SD.wav,/home/a/data/원본/02.지하철안/06_01_020788_211009_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_020788_211009_SD.json,TR
06_01_015141_210930,/home/a/data/원본/02.지하철안/06_01_015141_210930_SD.wav,/home/a/data/원본/02.지하철안/06_01_015141_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_015141_210930_SD.json,TR
06_01_013307_211004,/home/a/data/원본/02.지하철안/06_01_013307_211004_SD.wav,/home/a/data/원본/02.지하철안/06_01_013307_211004_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013307_211004_SD.json,TR
06_01_013625_210917,/home/a/data/원본/02.지하철안/06_01_013625_210917_SD.wav,/home/a/data/원본/02.지하철안/06_01_013625_210917_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013625_210917_SD.json,TE
06_01_022977_211011,/home/a/data/원본/02.지하철안/06_01_022977_211011_SD.wav,/home/a/data/원본/02.지하철안/06_01_022977_211011_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_022977_211011_SD.json,TR
06_01_020488_211006,/home/a/data/원본/02.지하철안/06_01_020488_211006_SD.wav,/home/a/data/원본/02.지하철안/06_01_020488_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_020488_211006_SD.json,TR
06_01_013680_210917,/home/a/data/원본/02.지하철안/06_01_013680_210917_SD.wav,/home/a/data/원본/02.지하철안/06_01_013680_210917_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013680_210917_SD.json,TR
06_07_007946_210908,/home/a/data/원본/02.지하철안/06_07_007946_210908_SD.wav,/home/a/data/원본/02.지하철안/06_07_007946_210908_SN.wav,/home/a/data/라벨링/02.지하철안/06_07_007946_210908_SD.json,TR
06_01_001092_210810,/home/a/data/원본/02.지하철안/06_01_001092_210810_SD.wav,/home/a/data/원본/02.지하철안/06_01_001092_210810_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_001092_210810_SD.json,TR
06_01_013617_211011,/home/a/data/원본/02.지하철안/06_01_013617_211011_SD.wav,/home/a/data/원본/02.지하철안/06_01_013617_211011_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013617_211011_SD.json,TR
06_01_021693_211010,/home/a/data/원본/02.지하철안/06_01_021693_211010_SD.wav,/home/a/data/원본/02.지하철안/06_01_021693_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_021693_211010_SD.json,TR
06_01_000998_210812,/home/a/data/원본/02.지하철안/06_01_000998_210812_SD.wav,/home/a/data/원본/02.지하철안/06_01_000998_210812_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_000998_210812_SD.json,TR
06_07_016737_210930,/home/a/data/원본/02.지하철안/06_07_016737_210930_SD.wav,/home/a/data/원본/02.지하철안/06_07_016737_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_07_016737_210930_SD.json,TR
06_01_016409_211014,/home/a/data/원본/02.지하철안/06_01_016409_211014_SD.wav,/home/a/data/원본/02.지하철안/06_01_016409_211014_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_016409_211014_SD.json,TR
06_06_014192_210929,/home/a/data/원본/02.지하철안/06_06_014192_210929_SD.wav,/home/a/data/원본/02.지하철안/06_06_014192_210929_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_014192_210929_SD.json,TR
06_01_014411_210928,/home/a/data/원본/02.지하철안/06_01_014411_210928_SD.wav,/home/a/data/원본/02.지하철안/06_01_014411_210928_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_014411_210928_SD.json,TE
06_01_016464_211014,/home/a/data/원본/02.지하철안/06_01_016464_211014_SD.wav,/home/a/data/원본/02.지하철안/06_01_016464_211014_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_016464_211014_SD.json,TR
06_01_022940_211011,/home/a/data/원본/02.지하철안/06_01_022940_211011_SD.wav,/home/a/data/원본/02.지하철안/06_01_022940_211011_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_022940_211011_SD.json,TR
06_07_021001_211006,/home/a/data/원본/02.지하철안/06_07_021001_211006_SD.wav,/home/a/data/원본/02.지하철안/06_07_021001_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_07_021001_211006_SD.json,TR
06_01_013711_210917,/home/a/data/원본/02.지하철안/06_01_013711_210917_SD.wav,/home/a/data/원본/02.지하철안/06_01_013711_210917_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013711_210917_SD.json,TR
06_08_096914_210918,/home/a/data/원본/02.지하철안/06_08_096914_210918_SD.wav,/home/a/data/원본/02.지하철안/06_08_096914_210918_SN.wav,/home/a/data/라벨링/02.지하철안/06_08_096914_210918_SD.json,TR
06_02_015771_210930,/home/a/data/원본/02.지하철안/06_02_015771_210930_SD.wav,/home/a/data/원본/02.지하철안/06_02_015771_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_015771_210930_SD.json,TR
06_02_016244_211007,/home/a/data/원본/02.지하철안/06_02_016244_211007_SD.wav,/home/a/data/원본/02.지하철안/06_02_016244_211007_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_016244_211007_SD.json,TR
06_01_017005_211006,/home/a/data/원본/02.지하철안/06_01_017005_211006_SD.wav,/home/a/data/원본/02.지하철안/06_01_017005_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_017005_211006_SD.json,VA
06_01_023698_211012,/home/a/data/원본/02.지하철안/06_01_023698_211012_SD.wav,/home/a/data/원본/02.지하철안/06_01_023698_211012_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_023698_211012_SD.json,VA
06_02_096793_211025,/home/a/data/원본/02.지하철안/06_02_096793_211025_SD.wav,/home/a/data/원본/02.지하철안/06_02_096793_211025_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_096793_211025_SD.json,TR
06_06_021194_211009,/home/a/data/원본/02.지하철안/06_06_021194_211009_SD.wav,/home/a/data/원본/02.지하철안/06_06_021194_211009_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_021194_211009_SD.json,TR
06_01_008067_210911,/home/a/data/원본/02.지하철안/06_01_008067_210911_SD.wav,/home/a/data/원본/02.지하철안/06_01_008067_210911_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_008067_210911_SD.json,TR
06_01_007933_210908,/home/a/data/원본/02.지하철안/06_01_007933_210908_SD.wav,/home/a/data/원본/02.지하철안/06_01_007933_210908_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_007933_210908_SD.json,TR
06_06_013094_210925,/home/a/data/원본/02.지하철안/06_06_013094_210925_SD.wav,/home/a/data/원본/02.지하철안/06_06_013094_210925_SN.wav,/home/a/data/라벨링/02.지하철안/06_06_013094_210925_SD.json,TR
06_02_016107_210930,/home/a/data/원본/02.지하철안/06_02_016107_210930_SD.wav,/home/a/data/원본/02.지하철안/06_02_016107_210930_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_016107_210930_SD.json,TR
06_01_023006_211011,/home/a/data/원본/02.지하철안/06_01_023006_211011_SD.wav,/home/a/data/원본/02.지하철안/06_01_023006_211011_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_023006_211011_SD.json,TR
06_01_013618_210917,/home/a/data/원본/02.지하철안/06_01_013618_210917_SD.wav,/home/a/data/원본/02.지하철안/06_01_013618_210917_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_013618_210917_SD.json,TR
06_01_021678_211010,/home/a/data/원본/02.지하철안/06_01_021678_211010_SD.wav,/home/a/data/원본/02.지하철안/06_01_021678_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_021678_211010_SD.json,TR
06_08_014091_210927,/home/a/data/원본/02.지하철안/06_08_014091_210927_SD.wav,/home/a/data/원본/02.지하철안/06_08_014091_210927_SN.wav,/home/a/data/라벨링/02.지하철안/06_08_014091_210927_SD.json,TR
06_01_021671_211010,/home/a/data/원본/02.지하철안/06_01_021671_211010_SD.wav,/home/a/data/원본/02.지하철안/06_01_021671_211010_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_021671_211010_SD.json,TR
06_07_008006_210910,/home/a/data/원본/02.지하철안/06_07_008006_210910_SD.wav,/home/a/data/원본/02.지하철안/06_07_008006_210910_SN.wav,/home/a/data/라벨링/02.지하철안/06_07_008006_210910_SD.json,VA
06_01_008905_210916,/home/a/data/원본/02.지하철안/06_01_008905_210916_SD.wav,/home/a/data/원본/02.지하철안/06_01_008905_210916_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_008905_210916_SD.json,TE
06_01_008144_210912,/home/a/data/원본/02.지하철안/06_01_008144_210912_SD.wav,/home/a/data/원본/02.지하철안/06_01_008144_210912_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_008144_210912_SD.json,TR
06_01_030345_210922,/home/a/data/원본/02.지하철안/06_01_030345_210922_SD.wav,/home/a/data/원본/02.지하철안/06_01_030345_210922_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_030345_210922_SD.json,TR
06_02_020615_211006,/home/a/data/원본/02.지하철안/06_02_020615_211006_SD.wav,/home/a/data/원본/02.지하철안/06_02_020615_211006_SN.wav,/home/a/data/라벨링/02.지하철안/06_02_020615_211006_SD.json,TR
06_01_020853_211009,/home/a/data/원본/02.지하철안/06_01_020853_211009_SD.wav,/home/a/data/원본/02.지하철안/06_01_020853_211009_SN.wav,/home/a/data/라벨링/02.지하철안/06_01_020853_211009_SD.json,TR
